SEM_EXM_EXCH_ID,SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
NSE,D,44957,OPTIDX,0,NIFTY-Aug2026-21450-CE,65.0,NIFTY 18 AUG 21450 CALL,2026-08-18 14:30:00,21450.0,CE,5.0,W,OP,,
NSE,D,44958,OPTIDX,0,NIFTY-Aug2026-21450-PE,65.0,NIFTY 18 AUG 21450 PUT,2026-08-18 14:30:00,21450.0,PE,5.0,W,OP,,
NSE,D,44959,OPTIDX,0,NIFTY-Aug2026-21500-CE,65.0,NIFTY 18 AUG 21500 CALL,2026-08-18 14:30:00,21500.0,CE,5.0,W,OP,,
NSE,D,44960,OPTIDX,0,NIFTY-Aug2026-21500-PE,65.0,NIFTY 18 AUG 21500 PUT,2026-08-18 14:30:00,21500.0,PE,5.0,W,OP,,
NSE,D,44961,OPTIDX,0,NIFTY-Aug2026-21550-CE,65.0,NIFTY 18 AUG 21550 CALL,2026-08-18 14:30:00,21550.0,CE,5.0,W,OP,,
NSE,D,44962,OPTIDX,0,NIFTY-Aug2026-21550-PE,65.0,NIFTY 18 AUG 21550 PUT,2026-08-18 14:30:00,21550.0,PE,5.0,W,OP,,
NSE,D,44963,OPTIDX,0,NIFTY-Aug2026-21600-CE,65.0,NIFTY 18 AUG 21600 CALL,2026-08-18 14:30:00,21600.0,CE,5.0,W,OP,,
NSE,D,44964,OPTIDX,0,NIFTY-Aug2026-21600-PE,65.0,NIFTY 18 AUG 21600 PUT,2026-08-18 14:30:00,21600.0,PE,5.0,W,OP,,
NSE,D,44965,OPTIDX,0,NIFTY-Aug2026-21650-CE,65.0,NIFTY 18 AUG 21650 CALL,2026-08-18 14:30:00,21650.0,CE,5.0,W,OP,,
NSE,D,44966,OPTIDX,0,NIFTY-Aug2026-21650-PE,65.0,NIFTY 18 AUG 21650 PUT,2026-08-18 14:30:00,21650.0,PE,5.0,W,OP,,
NSE,D,44967,OPTIDX,0,NIFTY-Aug2026-21700-CE,65.0,NIFTY 18 AUG 21700 CALL,2026-08-18 14:30:00,21700.0,CE,5.0,W,OP,,
NSE,D,44970,OPTIDX,0,NIFTY-Aug2026-21700-PE,65.0,NIFTY 18 AUG 21700 PUT,2026-08-18 14:30:00,21700.0,PE,5.0,W,OP,,
NSE,D,44971,OPTIDX,0,NIFTY-Aug2026-21750-CE,65.0,NIFTY 18 AUG 21750 CALL,2026-08-18 14:30:00,21750.0,CE,5.0,W,OP,,
NSE,D,44972,OPTIDX,0,NIFTY-Aug2026-21750-PE,65.0,NIFTY 18 AUG 21750 PUT,2026-08-18 14:30:00,21750.0,PE,5.0,W,OP,,
NSE,D,44973,OPTIDX,0,NIFTY-Aug2026-21800-CE,65.0,NIFTY 18 AUG 21800 CALL,2026-08-18 14:30:00,21800.0,CE,5.0,W,OP,,
NSE,D,44974,OPTIDX,0,NIFTY-Aug2026-21800-PE,65.0,NIFTY 18 AUG 21800 PUT,2026-08-18 14:30:00,21800.0,PE,5.0,W,OP,,
NSE,D,44975,OPTIDX,0,NIFTY-Aug2026-21850-CE,65.0,NIFTY 18 AUG 21850 CALL,2026-08-18 14:30:00,21850.0,CE,5.0,W,OP,,
NSE,D,44978,OPTIDX,0,NIFTY-Aug2026-21850-PE,65.0,NIFTY 18 AUG 21850 PUT,2026-08-18 14:30:00,21850.0,PE,5.0,W,OP,,
NSE,D,44979,OPTIDX,0,NIFTY-Aug2026-21900-CE,65.0,NIFTY 18 AUG 21900 CALL,2026-08-18 14:30:00,21900.0,CE,5.0,W,OP,,
NSE,D,44980,OPTIDX,0,NIFTY-Aug2026-21900-PE,65.0,NIFTY 18 AUG 21900 PUT,2026-08-18 14:30:00,21900.0,PE,5.0,W,OP,,
NSE,D,44981,OPTIDX,0,NIFTY-Aug2026-21950-CE,65.0,NIFTY 18 AUG 21950 CALL,2026-08-18 14:30:00,21950.0,CE,5.0,W,OP,,
NSE,D,44982,OPTIDX,0,NIFTY-Aug2026-21950-PE,65.0,NIFTY 18 AUG 21950 PUT,2026-08-18 14:30:00,21950.0,PE,5.0,W,OP,,
NSE,D,44983,OPTIDX,0,NIFTY-Aug2026-22000-CE,65.0,NIFTY 18 AUG 22000 CALL,2026-08-18 14:30:00,22000.0,CE,5.0,W,OP,,
NSE,D,44984,OPTIDX,0,NIFTY-Aug2026-22000-PE,65.0,NIFTY 18 AUG 22000 PUT,2026-08-18 14:30:00,22000.0,PE,5.0,W,OP,,
NSE,D,44985,OPTIDX,0,NIFTY-Aug2026-22050-CE,65.0,NIFTY 18 AUG 22050 CALL,2026-08-18 14:30:00,22050.0,CE,5.0,W,OP,,
NSE,D,44988,OPTIDX,0,NIFTY-Aug2026-22050-PE,65.0,NIFTY 18 AUG 22050 PUT,2026-08-18 14:30:00,22050.0,PE,5.0,W,OP,,
NSE,D,44989,OPTIDX,0,NIFTY-Aug2026-22100-CE,65.0,NIFTY 18 AUG 22100 CALL,2026-08-18 14:30:00,22100.0,CE,5.0,W,OP,,
NSE,D,44990,OPTIDX,0,NIFTY-Aug2026-22100-PE,65.0,NIFTY 18 AUG 22100 PUT,2026-08-18 14:30:00,22100.0,PE,5.0,W,OP,,
NSE,D,44991,OPTIDX,0,NIFTY-Aug2026-22150-CE,65.0,NIFTY 18 AUG 22150 CALL,2026-08-18 14:30:00,22150.0,CE,5.0,W,OP,,
NSE,D,44992,OPTIDX,0,NIFTY-Aug2026-22150-PE,65.0,NIFTY 18 AUG 22150 PUT,2026-08-18 14:30:00,22150.0,PE,5.0,W,OP,,
NSE,D,44993,OPTIDX,0,NIFTY-Aug2026-22200-CE,65.0,NIFTY 18 AUG 22200 CALL,2026-08-18 14:30:00,22200.0,CE,5.0,W,OP,,
NSE,D,44998,OPTIDX,0,NIFTY-Aug2026-22200-PE,65.0,NIFTY 18 AUG 22200 PUT,2026-08-18 14:30:00,22200.0,PE,5.0,W,OP,,
NSE,D,44999,OPTIDX,0,NIFTY-Aug2026-22250-CE,65.0,NIFTY 18 AUG 22250 CALL,2026-08-18 14:30:00,22250.0,CE,5.0,W,OP,,
NSE,D,45000,OPTIDX,0,NIFTY-Aug2026-22250-PE,65.0,NIFTY 18 AUG 22250 PUT,2026-08-18 14:30:00,22250.0,PE,5.0,W,OP,,
NSE,D,45003,OPTIDX,0,NIFTY-Aug2026-22300-CE,65.0,NIFTY 18 AUG 22300 CALL,2026-08-18 14:30:00,22300.0,CE,5.0,W,OP,,
NSE,D,45004,OPTIDX,0,NIFTY-Aug2026-22300-PE,65.0,NIFTY 18 AUG 22300 PUT,2026-08-18 14:30:00,22300.0,PE,5.0,W,OP,,
NSE,D,45005,OPTIDX,0,NIFTY-Aug2026-22350-CE,65.0,NIFTY 18 AUG 22350 CALL,2026-08-18 14:30:00,22350.0,CE,5.0,W,OP,,
NSE,D,45006,OPTIDX,0,NIFTY-Aug2026-22350-PE,65.0,NIFTY 18 AUG 22350 PUT,2026-08-18 14:30:00,22350.0,PE,5.0,W,OP,,
NSE,D,45007,OPTIDX,0,NIFTY-Aug2026-22400-CE,65.0,NIFTY 18 AUG 22400 CALL,2026-08-18 14:30:00,22400.0,CE,5.0,W,OP,,
NSE,D,45010,OPTIDX,0,NIFTY-Aug2026-22400-PE,65.0,NIFTY 18 AUG 22400 PUT,2026-08-18 14:30:00,22400.0,PE,5.0,W,OP,,
NSE,D,45011,OPTIDX,0,NIFTY-Aug2026-22450-CE,65.0,NIFTY 18 AUG 22450 CALL,2026-08-18 14:30:00,22450.0,CE,5.0,W,OP,,
NSE,D,45012,OPTIDX,0,NIFTY-Aug2026-22450-PE,65.0,NIFTY 18 AUG 22450 PUT,2026-08-18 14:30:00,22450.0,PE,5.0,W,OP,,
NSE,D,45013,OPTIDX,0,NIFTY-Aug2026-22500-CE,65.0,NIFTY 18 AUG 22500 CALL,2026-08-18 14:30:00,22500.0,CE,5.0,W,OP,,
NSE,D,45016,OPTIDX,0,NIFTY-Aug2026-22500-PE,65.0,NIFTY 18 AUG 22500 PUT,2026-08-18 14:30:00,22500.0,PE,5.0,W,OP,,
NSE,D,45017,OPTIDX,0,NIFTY-Aug2026-22550-CE,65.0,NIFTY 18 AUG 22550 CALL,2026-08-18 14:30:00,22550.0,CE,5.0,W,OP,,
NSE,D,45018,OPTIDX,0,NIFTY-Aug2026-22550-PE,65.0,NIFTY 18 AUG 22550 PUT,2026-08-18 14:30:00,22550.0,PE,5.0,W,OP,,
NSE,D,45019,OPTIDX,0,NIFTY-Aug2026-22600-CE,65.0,NIFTY 18 AUG 22600 CALL,2026-08-18 14:30:00,22600.0,CE,5.0,W,OP,,
NSE,D,45020,OPTIDX,0,NIFTY-Aug2026-22600-PE,65.0,NIFTY 18 AUG 22600 PUT,2026-08-18 14:30:00,22600.0,PE,5.0,W,OP,,
NSE,D,45021,OPTIDX,0,NIFTY-Aug2026-22650-CE,65.0,NIFTY 18 AUG 22650 CALL,2026-08-18 14:30:00,22650.0,CE,5.0,W,OP,,
NSE,D,45022,OPTIDX,0,NIFTY-Aug2026-22650-PE,65.0,NIFTY 18 AUG 22650 PUT,2026-08-18 14:30:00,22650.0,PE,5.0,W,OP,,
NSE,D,45023,OPTIDX,0,NIFTY-Aug2026-22700-CE,65.0,NIFTY 18 AUG 22700 CALL,2026-08-18 14:30:00,22700.0,CE,5.0,W,OP,,
NSE,D,45024,OPTIDX,0,NIFTY-Aug2026-22700-PE,65.0,NIFTY 18 AUG 22700 PUT,2026-08-18 14:30:00,22700.0,PE,5.0,W,OP,,
NSE,D,45025,OPTIDX,0,NIFTY-Aug2026-22750-CE,65.0,NIFTY 18 AUG 22750 CALL,2026-08-18 14:30:00,22750.0,CE,5.0,W,OP,,
NSE,D,45026,OPTIDX,0,NIFTY-Aug2026-22750-PE,65.0,NIFTY 18 AUG 22750 PUT,2026-08-18 14:30:00,22750.0,PE,5.0,W,OP,,
NSE,D,45027,OPTIDX,0,NIFTY-Aug2026-22800-CE,65.0,NIFTY 18 AUG 22800 CALL,2026-08-18 14:30:00,22800.0,CE,5.0,W,OP,,
NSE,D,45028,OPTIDX,0,NIFTY-Aug2026-22800-PE,65.0,NIFTY 18 AUG 22800 PUT,2026-08-18 14:30:00,22800.0,PE,5.0,W,OP,,
NSE,D,45029,OPTIDX,0,NIFTY-Aug2026-22850-CE,65.0,NIFTY 18 AUG 22850 CALL,2026-08-18 14:30:00,22850.0,CE,5.0,W,OP,,
NSE,D,45032,OPTIDX,0,NIFTY-Aug2026-22850-PE,65.0,NIFTY 18 AUG 22850 PUT,2026-08-18 14:30:00,22850.0,PE,5.0,W,OP,,
NSE,D,45033,OPTIDX,0,NIFTY-Aug2026-22900-CE,65.0,NIFTY 18 AUG 22900 CALL,2026-08-18 14:30:00,22900.0,CE,5.0,W,OP,,
NSE,D,45036,OPTIDX,0,NIFTY-Aug2026-22900-PE,65.0,NIFTY 18 AUG 22900 PUT,2026-08-18 14:30:00,22900.0,PE,5.0,W,OP,,
NSE,D,45037,OPTIDX,0,NIFTY-Aug2026-22950-CE,65.0,NIFTY 18 AUG 22950 CALL,2026-08-18 14:30:00,22950.0,CE,5.0,W,OP,,
NSE,D,45038,OPTIDX,0,NIFTY-Aug2026-22950-PE,65.0,NIFTY 18 AUG 22950 PUT,2026-08-18 14:30:00,22950.0,PE,5.0,W,OP,,
NSE,D,45039,OPTIDX,0,NIFTY-Aug2026-23000-CE,65.0,NIFTY 18 AUG 23000 CALL,2026-08-18 14:30:00,23000.0,CE,5.0,W,OP,,
NSE,D,45042,OPTIDX,0,NIFTY-Aug2026-23000-PE,65.0,NIFTY 18 AUG 23000 PUT,2026-08-18 14:30:00,23000.0,PE,5.0,W,OP,,
NSE,D,45043,OPTIDX,0,NIFTY-Aug2026-23050-CE,65.0,NIFTY 18 AUG 23050 CALL,2026-08-18 14:30:00,23050.0,CE,5.0,W,OP,,
NSE,D,45044,OPTIDX,0,NIFTY-Aug2026-23050-PE,65.0,NIFTY 18 AUG 23050 PUT,2026-08-18 14:30:00,23050.0,PE,5.0,W,OP,,
NSE,D,45045,OPTIDX,0,NIFTY-Aug2026-23100-CE,65.0,NIFTY 18 AUG 23100 CALL,2026-08-18 14:30:00,23100.0,CE,5.0,W,OP,,
NSE,D,45046,OPTIDX,0,NIFTY-Aug2026-23100-PE,65.0,NIFTY 18 AUG 23100 PUT,2026-08-18 14:30:00,23100.0,PE,5.0,W,OP,,
NSE,D,45047,OPTIDX,0,NIFTY-Aug2026-23150-CE,65.0,NIFTY 18 AUG 23150 CALL,2026-08-18 14:30:00,23150.0,CE,5.0,W,OP,,
NSE,D,45048,OPTIDX,0,NIFTY-Aug2026-23150-PE,65.0,NIFTY 18 AUG 23150 PUT,2026-08-18 14:30:00,23150.0,PE,5.0,W,OP,,
NSE,D,45049,OPTIDX,0,NIFTY-Aug2026-23200-CE,65.0,NIFTY 18 AUG 23200 CALL,2026-08-18 14:30:00,23200.0,CE,5.0,W,OP,,
NSE,D,45050,OPTIDX,0,NIFTY-Aug2026-23200-PE,65.0,NIFTY 18 AUG 23200 PUT,2026-08-18 14:30:00,23200.0,PE,5.0,W,OP,,
NSE,D,45052,OPTIDX,0,NIFTY-Aug2026-23250-CE,65.0,NIFTY 18 AUG 23250 CALL,2026-08-18 14:30:00,23250.0,CE,5.0,W,OP,,
NSE,D,45053,OPTIDX,0,NIFTY-Aug2026-23250-PE,65.0,NIFTY 18 AUG 23250 PUT,2026-08-18 14:30:00,23250.0,PE,5.0,W,OP,,
NSE,D,45054,OPTIDX,0,NIFTY-Aug2026-23300-CE,65.0,NIFTY 18 AUG 23300 CALL,2026-08-18 14:30:00,23300.0,CE,5.0,W,OP,,
NSE,D,45055,OPTIDX,0,NIFTY-Aug2026-23300-PE,65.0,NIFTY 18 AUG 23300 PUT,2026-08-18 14:30:00,23300.0,PE,5.0,W,OP,,
NSE,D,45056,OPTIDX,0,NIFTY-Aug2026-23350-CE,65.0,NIFTY 18 AUG 23350 CALL,2026-08-18 14:30:00,23350.0,CE,5.0,W,OP,,
NSE,D,45057,OPTIDX,0,NIFTY-Aug2026-23350-PE,65.0,NIFTY 18 AUG 23350 PUT,2026-08-18 14:30:00,23350.0,PE,5.0,W,OP,,
NSE,D,45058,OPTIDX,0,NIFTY-Aug2026-23400-CE,65.0,NIFTY 18 AUG 23400 CALL,2026-08-18 14:30:00,23400.0,CE,5.0,W,OP,,
NSE,D,45059,OPTIDX,0,NIFTY-Aug2026-23400-PE,65.0,NIFTY 18 AUG 23400 PUT,2026-08-18 14:30:00,23400.0,PE,5.0,W,OP,,
NSE,D,45060,OPTIDX,0,NIFTY-Aug2026-23450-CE,65.0,NIFTY 18 AUG 23450 CALL,2026-08-18 14:30:00,23450.0,CE,5.0,W,OP,,
NSE,D,45061,OPTIDX,0,NIFTY-Aug2026-23450-PE,65.0,NIFTY 18 AUG 23450 PUT,2026-08-18 14:30:00,23450.0,PE,5.0,W,OP,,
NSE,D,45065,OPTIDX,0,NIFTY-Aug2026-23500-CE,65.0,NIFTY 18 AUG 23500 CALL,2026-08-18 14:30:00,23500.0,CE,5.0,W,OP,,
NSE,D,45066,OPTIDX,0,NIFTY-Aug2026-23500-PE,65.0,NIFTY 18 AUG 23500 PUT,2026-08-18 14:30:00,23500.0,PE,5.0,W,OP,,
NSE,D,45067,OPTIDX,0,NIFTY-Aug2026-23550-CE,65.0,NIFTY 18 AUG 23550 CALL,2026-08-18 14:30:00,23550.0,CE,5.0,W,OP,,
NSE,D,45068,OPTIDX,0,NIFTY-Aug2026-23550-PE,65.0,NIFTY 18 AUG 23550 PUT,2026-08-18 14:30:00,23550.0,PE,5.0,W,OP,,
NSE,D,45069,OPTIDX,0,NIFTY-Aug2026-23600-CE,65.0,NIFTY 18 AUG 23600 CALL,2026-08-18 14:30:00,23600.0,CE,5.0,W,OP,,
NSE,D,45070,OPTIDX,0,NIFTY-Aug2026-23600-PE,65.0,NIFTY 18 AUG 23600 PUT,2026-08-18 14:30:00,23600.0,PE,5.0,W,OP,,
NSE,D,45071,OPTIDX,0,NIFTY-Aug2026-23650-CE,65.0,NIFTY 18 AUG 23650 CALL,2026-08-18 14:30:00,23650.0,CE,5.0,W,OP,,
NSE,D,45072,OPTIDX,0,NIFTY-Aug2026-23650-PE,65.0,NIFTY 18 AUG 23650 PUT,2026-08-18 14:30:00,23650.0,PE,5.0,W,OP,,
NSE,D,45074,OPTIDX,0,NIFTY-Aug2026-23700-CE,65.0,NIFTY 18 AUG 23700 CALL,2026-08-18 14:30:00,23700.0,CE,5.0,W,OP,,
NSE,D,45075,OPTIDX,0,NIFTY-Aug2026-23700-PE,65.0,NIFTY 18 AUG 23700 PUT,2026-08-18 14:30:00,23700.0,PE,5.0,W,OP,,
NSE,D,45076,OPTIDX,0,NIFTY-Aug2026-23750-CE,65.0,NIFTY 18 AUG 23750 CALL,2026-08-18 14:30:00,23750.0,CE,5.0,W,OP,,
NSE,D,45077,OPTIDX,0,NIFTY-Aug2026-23750-PE,65.0,NIFTY 18 AUG 23750 PUT,2026-08-18 14:30:00,23750.0,PE,5.0,W,OP,,
NSE,D,45078,OPTIDX,0,NIFTY-Aug2026-23800-CE,65.0,NIFTY 18 AUG 23800 CALL,2026-08-18 14:30:00,23800.0,CE,5.0,W,OP,,
NSE,D,45079,OPTIDX,0,NIFTY-Aug2026-23800-PE,65.0,NIFTY 18 AUG 23800 PUT,2026-08-18 14:30:00,23800.0,PE,5.0,W,OP,,
NSE,D,45080,OPTIDX,0,NIFTY-Aug2026-23850-CE,65.0,NIFTY 18 AUG 23850 CALL,2026-08-18 14:30:00,23850.0,CE,5.0,W,OP,,
NSE,D,45081,OPTIDX,0,NIFTY-Aug2026-23850-PE,65.0,NIFTY 18 AUG 23850 PUT,2026-08-18 14:30:00,23850.0,PE,5.0,W,OP,,
NSE,D,45082,OPTIDX,0,NIFTY-Aug2026-23900-CE,65.0,NIFTY 18 AUG 23900 CALL,2026-08-18 14:30:00,23900.0,CE,5.0,W,OP,,
NSE,D,45083,OPTIDX,0,NIFTY-Aug2026-23900-PE,65.0,NIFTY 18 AUG 23900 PUT,2026-08-18 14:30:00,23900.0,PE,5.0,W,OP,,
NSE,D,45084,OPTIDX,0,NIFTY-Aug2026-23950-CE,65.0,NIFTY 18 AUG 23950 CALL,2026-08-18 14:30:00,23950.0,CE,5.0,W,OP,,
NSE,D,45085,OPTIDX,0,NIFTY-Aug2026-23950-PE,65.0,NIFTY 18 AUG 23950 PUT,2026-08-18 14:30:00,23950.0,PE,5.0,W,OP,,
NSE,D,45086,OPTIDX,0,NIFTY-Aug2026-24000-CE,65.0,NIFTY 18 AUG 24000 CALL,2026-08-18 14:30:00,24000.0,CE,5.0,W,OP,,
NSE,D,45091,OPTIDX,0,NIFTY-Aug2026-24000-PE,65.0,NIFTY 18 AUG 24000 PUT,2026-08-18 14:30:00,24000.0,PE,5.0,W,OP,,
NSE,D,45092,OPTIDX,0,NIFTY-Aug2026-24050-CE,65.0,NIFTY 18 AUG 24050 CALL,2026-08-18 14:30:00,24050.0,CE,5.0,W,OP,,
NSE,D,45093,OPTIDX,0,NIFTY-Aug2026-24050-PE,65.0,NIFTY 18 AUG 24050 PUT,2026-08-18 14:30:00,24050.0,PE,5.0,W,OP,,
NSE,D,45094,OPTIDX,0,NIFTY-Aug2026-24100-CE,65.0,NIFTY 18 AUG 24100 CALL,2026-08-18 14:30:00,24100.0,CE,5.0,W,OP,,
NSE,D,45095,OPTIDX,0,NIFTY-Aug2026-24100-PE,65.0,NIFTY 18 AUG 24100 PUT,2026-08-18 14:30:00,24100.0,PE,5.0,W,OP,,
NSE,D,45096,OPTIDX,0,NIFTY-Aug2026-24150-CE,65.0,NIFTY 18 AUG 24150 CALL,2026-08-18 14:30:00,24150.0,CE,5.0,W,OP,,
NSE,D,45097,OPTIDX,0,NIFTY-Aug2026-24150-PE,65.0,NIFTY 18 AUG 24150 PUT,2026-08-18 14:30:00,24150.0,PE,5.0,W,OP,,
NSE,D,45098,OPTIDX,0,NIFTY-Aug2026-24200-CE,65.0,NIFTY 18 AUG 24200 CALL,2026-08-18 14:30:00,24200.0,CE,5.0,W,OP,,
NSE,D,45099,OPTIDX,0,NIFTY-Aug2026-24200-PE,65.0,NIFTY 18 AUG 24200 PUT,2026-08-18 14:30:00,24200.0,PE,5.0,W,OP,,
NSE,D,45100,OPTIDX,0,NIFTY-Aug2026-24250-CE,65.0,NIFTY 18 AUG 24250 CALL,2026-08-18 14:30:00,24250.0,CE,5.0,W,OP,,
NSE,D,45101,OPTIDX,0,NIFTY-Aug2026-24250-PE,65.0,NIFTY 18 AUG 24250 PUT,2026-08-18 14:30:00,24250.0,PE,5.0,W,OP,,
NSE,D,45102,OPTIDX,0,NIFTY-Aug2026-24300-CE,65.0,NIFTY 18 AUG 24300 CALL,2026-08-18 14:30:00,24300.0,CE,5.0,W,OP,,
NSE,D,45103,OPTIDX,0,NIFTY-Aug2026-24300-PE,65.0,NIFTY 18 AUG 24300 PUT,2026-08-18 14:30:00,24300.0,PE,5.0,W,OP,,
NSE,D,45104,OPTIDX,0,NIFTY-Aug2026-24350-CE,65.0,NIFTY 18 AUG 24350 CALL,2026-08-18 14:30:00,24350.0,CE,5.0,W,OP,,
NSE,D,45105,OPTIDX,0,NIFTY-Aug2026-24350-PE,65.0,NIFTY 18 AUG 24350 PUT,2026-08-18 14:30:00,24350.0,PE,5.0,W,OP,,
NSE,D,45106,OPTIDX,0,NIFTY-Aug2026-24400-CE,65.0,NIFTY 18 AUG 24400 CALL,2026-08-18 14:30:00,24400.0,CE,5.0,W,OP,,
NSE,D,45107,OPTIDX,0,NIFTY-Aug2026-24400-PE,65.0,NIFTY 18 AUG 24400 PUT,2026-08-18 14:30:00,24400.0,PE,5.0,W,OP,,
NSE,D,45108,OPTIDX,0,NIFTY-Aug2026-24450-CE,65.0,NIFTY 18 AUG 24450 CALL,2026-08-18 14:30:00,24450.0,CE,5.0,W,OP,,
NSE,D,45109,OPTIDX,0,NIFTY-Aug2026-24450-PE,65.0,NIFTY 18 AUG 24450 PUT,2026-08-18 14:30:00,24450.0,PE,5.0,W,OP,,
NSE,D,45110,OPTIDX,0,NIFTY-Aug2026-24500-CE,65.0,NIFTY 18 AUG 24500 CALL,2026-08-18 14:30:00,24500.0,CE,5.0,W,OP,,
NSE,D,45111,OPTIDX,0,NIFTY-Aug2026-24500-PE,65.0,NIFTY 18 AUG 24500 PUT,2026-08-18 14:30:00,24500.0,PE,5.0,W,OP,,
NSE,D,45112,OPTIDX,0,NIFTY-Aug2026-24550-CE,65.0,NIFTY 18 AUG 24550 CALL,2026-08-18 14:30:00,24550.0,CE,5.0,W,OP,,
NSE,D,45115,OPTIDX,0,NIFTY-Aug2026-24550-PE,65.0,NIFTY 18 AUG 24550 PUT,2026-08-18 14:30:00,24550.0,PE,5.0,W,OP,,
NSE,D,45116,OPTIDX,0,NIFTY-Aug2026-24600-CE,65.0,NIFTY 18 AUG 24600 CALL,2026-08-18 14:30:00,24600.0,CE,5.0,W,OP,,
NSE,D,45117,OPTIDX,0,NIFTY-Aug2026-24600-PE,65.0,NIFTY 18 AUG 24600 PUT,2026-08-18 14:30:00,24600.0,PE,5.0,W,OP,,
NSE,D,45120,OPTIDX,0,NIFTY-Aug2026-24650-CE,65.0,NIFTY 18 AUG 24650 CALL,2026-08-18 14:30:00,24650.0,CE,5.0,W,OP,,
NSE,D,45121,OPTIDX,0,NIFTY-Aug2026-24650-PE,65.0,NIFTY 18 AUG 24650 PUT,2026-08-18 14:30:00,24650.0,PE,5.0,W,OP,,
NSE,D,45122,OPTIDX,0,NIFTY-Aug2026-24700-CE,65.0,NIFTY 18 AUG 24700 CALL,2026-08-18 14:30:00,24700.0,CE,5.0,W,OP,,
NSE,D,45123,OPTIDX,0,NIFTY-Aug2026-24700-PE,65.0,NIFTY 18 AUG 24700 PUT,2026-08-18 14:30:00,24700.0,PE,5.0,W,OP,,
NSE,D,45132,OPTIDX,0,NIFTY-Aug2026-24750-CE,65.0,NIFTY 18 AUG 24750 CALL,2026-08-18 14:30:00,24750.0,CE,5.0,W,OP,,
NSE,D,45133,OPTIDX,0,NIFTY-Aug2026-24750-PE,65.0,NIFTY 18 AUG 24750 PUT,2026-08-18 14:30:00,24750.0,PE,5.0,W,OP,,
NSE,D,45140,OPTIDX,0,NIFTY-Aug2026-24800-CE,65.0,NIFTY 18 AUG 24800 CALL,2026-08-18 14:30:00,24800.0,CE,5.0,W,OP,,
NSE,D,45141,OPTIDX,0,NIFTY-Aug2026-24800-PE,65.0,NIFTY 18 AUG 24800 PUT,2026-08-18 14:30:00,24800.0,PE,5.0,W,OP,,
NSE,D,45142,OPTIDX,0,NIFTY-Aug2026-24850-CE,65.0,NIFTY 18 AUG 24850 CALL,2026-08-18 14:30:00,24850.0,CE,5.0,W,OP,,
NSE,D,45143,OPTIDX,0,NIFTY-Aug2026-24850-PE,65.0,NIFTY 18 AUG 24850 PUT,2026-08-18 14:30:00,24850.0,PE,5.0,W,OP,,
NSE,D,45144,OPTIDX,0,NIFTY-Aug2026-24900-CE,65.0,NIFTY 18 AUG 24900 CALL,2026-08-18 14:30:00,24900.0,CE,5.0,W,OP,,
NSE,D,45145,OPTIDX,0,NIFTY-Aug2026-24900-PE,65.0,NIFTY 18 AUG 24900 PUT,2026-08-18 14:30:00,24900.0,PE,5.0,W,OP,,
NSE,D,45146,OPTIDX,0,NIFTY-Aug2026-24950-CE,65.0,NIFTY 18 AUG 24950 CALL,2026-08-18 14:30:00,24950.0,CE,5.0,W,OP,,
NSE,D,45147,OPTIDX,0,NIFTY-Aug2026-24950-PE,65.0,NIFTY 18 AUG 24950 PUT,2026-08-18 14:30:00,24950.0,PE,5.0,W,OP,,
NSE,D,45148,OPTIDX,0,NIFTY-Aug2026-25000-CE,65.0,NIFTY 18 AUG 25000 CALL,2026-08-18 14:30:00,25000.0,CE,5.0,W,OP,,
NSE,D,45149,OPTIDX,0,NIFTY-Aug2026-25000-PE,65.0,NIFTY 18 AUG 25000 PUT,2026-08-18 14:30:00,25000.0,PE,5.0,W,OP,,
NSE,D,45150,OPTIDX,0,NIFTY-Aug2026-25050-CE,65.0,NIFTY 18 AUG 25050 CALL,2026-08-18 14:30:00,25050.0,CE,5.0,W,OP,,
NSE,D,45151,OPTIDX,0,NIFTY-Aug2026-25050-PE,65.0,NIFTY 18 AUG 25050 PUT,2026-08-18 14:30:00,25050.0,PE,5.0,W,OP,,
NSE,D,45152,OPTIDX,0,NIFTY-Aug2026-25100-CE,65.0,NIFTY 18 AUG 25100 CALL,2026-08-18 14:30:00,25100.0,CE,5.0,W,OP,,
NSE,D,45153,OPTIDX,0,NIFTY-Aug2026-25100-PE,65.0,NIFTY 18 AUG 25100 PUT,2026-08-18 14:30:00,25100.0,PE,5.0,W,OP,,
NSE,D,45154,OPTIDX,0,NIFTY-Aug2026-25150-CE,65.0,NIFTY 18 AUG 25150 CALL,2026-08-18 14:30:00,25150.0,CE,5.0,W,OP,,
NSE,D,45155,OPTIDX,0,NIFTY-Aug2026-25150-PE,65.0,NIFTY 18 AUG 25150 PUT,2026-08-18 14:30:00,25150.0,PE,5.0,W,OP,,
NSE,D,45156,OPTIDX,0,NIFTY-Aug2026-25200-CE,65.0,NIFTY 18 AUG 25200 CALL,2026-08-18 14:30:00,25200.0,CE,5.0,W,OP,,
